predict_summary,refer
英国政府发布了新的《数字战略》，旨在利用数字化转型，构建更具包容性、竞争力和创新性的数字经济。该战略涵盖六个关键领域：数字基础设施、创新思想和知识产权、数字技能和人才、数字增长的融资、扩大繁荣和提升水平，以及提升英国在全球的地位。政府将通过改革和提高数字经济的技能和人才供应，改善科技生态系统，确保英国仍然是全球最佳的数字技术企业创业和运营地之一，利用数字技术支持关键战略优先事项的实现，以及利用英国在数字和科技方面的战略优势影响全球决策，以维持英国作为科学和技术超级大国的地位。,英国政府网站7月4日发布更新版《英国数字战略》。该战略是一项跨政府战略，旨在通过数字化转型建立更具包容性、竞争力和创新性的数字经济，最终将提升英国在数字标准治理的全球领导地位。该战略将重点关注以下6个关键领域的发展：数字基础；创意和知识产权；数字技能和人才；为数字增长提供资金；高效应用和扩大影响力；提升英国的国际地位。
美国军方官员正在探索将云计算和网状网络能力整合到服务的指挥部计算环境（CPCE）系统中，该系统的项目官员正在平台上实施网络意识应用。CPCE官员和军队的指挥、控制、通信、计算机、网络、情报、监视和侦察（C5ISR）主管部门正在评估Rainmaker网状数据织物应用，以便在CPCE上实现人工智能（AI）启用的数据网络和管理能力。CPCE是2018年启动的一个单一任务指挥软件套件，旨在为地面指挥官和以上级别提供一个共同的操作画面。Rainmaker是C5ISR主管部门运行的一个科学技术项目，专注于公共数据织物集成和服务传感器和平台之间的数据传输。最近，服务领导人评估了Rainmaker在低地球轨道（LEO）和中地球轨道（MEO）卫星能力之间的先进数据传输能力，以支持服务的综合战术网络（ITN）。,美陆军官员正在探索将云计算和网格网络能力集成到部队指挥计算环境(CPCE)系统的方法，以在平台中实施网络感知应用程序。根据美陆军的相关介绍，CPCE于2018年启动，是一个单一任务指挥软件套件，旨在为战术及以上级别的地面指挥官提供通用作战图，美陆军认为CPCE能够承载“一套全面的软件应用程序和服务，在这些软件和服务上，作战功能可以聚合，未来的应用程序可以构建”。CPCE官员和陆军指挥、控制、通信、计算机、网络、情报、监视和侦察(C5ISR)部门正努力评估人工智能支持的“Rainmaker”网格数据结构应用程序的数据网络和管理能力。Rainmaker是陆军C5ISR部门的一个科学技术项目，专注于服务传感器和平台之间的通用数据结构集成和数据传输。Rainmaker项目的负责人最近评估了项目在近地轨道(LEO)和中地轨道(MEO)卫星之间的先进数据传输能力，以支持服务的综合战术网络。
2022年9月22日，捷克CEZ电力集团总监Daniel Bene?宣布，捷克可能在2032年在Temelín NPP建造一座小型模块化反应堆（SMR）。此前，CEZ电力集团已经签署了在南波希米亚建立核能园区的合同。南波希米亚州长Martin Kuba在国际会议上表示，捷克非常需要核能，因此决定在Temelín建立南波希米亚能源园区，建造欧洲首个SMR，并设立一个教育中心，培养工程师、专家和其他技术人员。南波希米亚核能园区的目标是推动在Temelín的首个试点项目的建设，为规划、建设和运营提供协同效应。捷克政府对此项目表示支持，首相Petr Fiala表示，这是一个具有里程碑意义的年份，乌克兰战争动摇了国际秩序，测试了盟友关系，显示了依赖风险国家的资源和原材料的危险。他强调，SMR可以克服现有反应堆的一些弊端，可以替代老旧的电厂和供热厂。CEZ集团已经加快了与SMR项目相关的活动，已经与NuScale、GE Hitachi、Rolls Royce、EDF、KHNP和Holtec签署了合作备忘录。南波希米亚核能园区是所有参与方的联合项目，涵盖研究、开发、通信和建筑本身的准备。然而，SMR的投资者尚未确定，投资成本也尚未估计。,捷克能源集团（CEZ）负责人贝内斯近日在签署建立南波希米亚核能园区的合同后表示，捷克最早可于2032年在泰梅林（Temelin）核电厂建成一座模块化小堆。南波希米亚州长马丁库巴在一次国际会议上表示，捷克的水资源不足，因此核能是捷克最需要的能源。这是捷克决定建设南波希米亚核能园区的一个重要原因，利用泰梅林核电厂厂址建设欧洲首座模块化小堆，其中包括一个培训教育中心。捷克总理菲亚拉表示，模块化小堆在很大程度上克服了现有反应堆的一些缺点，可以取代老化的发电厂和供热厂。贝内斯强调，泰梅林是试点项目的最佳地点。同时，在泰梅林建设两台新核电机组的准备工作仍在继续。捷克还将在杜库凡尼核电厂建设新机组。
"麻省理工学院（MIT）开发的新型热处理技术能够改变3D打印金属的微观结构，使材料在极端热环境中更强韧。这项技术有可能实现3D打印高性能的燃气轮机和喷气发动机的叶片和叶栅，从而实现改善燃油消耗和能源效率的新设计。目前，燃气轮机叶片主要通过传统的铸造工艺制造，而3D打印制造叶片的兴趣正在增长。然而，3D打印叶片的努力还需克服一个大难题：蠕变。MIT的科研人员找到了一种通过添加额外的热处理步骤来改善3D打印合金结构的方法，这种方法将打印材料的细粒变为更大的""柱状""粒，这种更坚固的微观结构应该能最大限度地减少材料的蠕变潜力。研究人员表示，这种在《增材制造》上公布的方法为工业3D打印燃气轮机叶片铺平了道路。","麻省理工学院开发的一种新热处理方法改变了3D打印金属的微观结构，使材料在极端热环境中更坚固、更有弹性。该技术使3D打印技术用于发电燃气轮机和喷气发动机的高性能叶片成为可能，从而可以有效改进燃料消耗和能源效率。
现在的燃气轮机叶片是通过传统的铸造工艺制造的，需要将熔融金属倒入复杂的模具中并定向凝固。这些部件是由地球上一些最耐热的金属合金制成的，因此它们被设计成在极热的气体中高速旋转，为发电厂发电、喷气发动机提供推力。
人们对通过3D打印制造涡轮叶片的兴趣越来越大，这除了因为它具有环境和成本优势外，还可以让制造商快速生产出更复杂、更节能、具有一定几何形状的叶片。但是3D打印涡轮叶片的努力尚未清除一个大障碍：蠕变。在冶金学中，蠕变是指金属在持续的机械应力和高温下发生永久变形的趋势。虽然研究人员探索了打印涡轮叶片，但他们发现打印过程会产生大小为数十至数百微米的细晶粒，就是一种特别容易发生蠕变的微观结构，这意味着燃气轮机的寿命会缩短或燃油效率会降低，显然是代价高昂的、不受欢迎的结果。
麻省理工学院找到了一种通过添加额外的热处理步骤来改善 3D 打印合金结构的方法，该步骤将打印后材料的细晶粒转化为更大的“柱状”晶粒，也就是一种更坚固的微观结构，可以最大限度地减少材料的蠕变潜力，这种方法为燃气轮机叶片的工业3D打印扫清了障碍。"
"2021年12月1日，北洛普格鲁曼澳大利亚公司（纽约证券交易所代码：NOC）投资2000万澳元开设了一家先进的系统集成、任务可视化和演示设施“Parallax Labs”。澳大利亚国防工业部长兼科技部长Melissa Price MP、副秘书长、能力获取和维持组的Tony Fraser AO, CSC以及澳大利亚国防工业合作伙伴出席了开幕式。""Parallax Labs""集合了分布式系统和软件开发、集成和测试环境，以及先进的任务可视化和演示能力。北洛普格鲁曼亚太区总经理Christine Zeitz表示，该公司致力于发展和投资澳大利亚的主权能力，""Parallax Labs""是北洛普格鲁曼澳大利亚支持复杂系统架构和高度集成技术项目的关键组成部分。",近日，诺·格澳大利亚公司投资2000万澳元（约1400万美元）在堪培拉开设名为“视差”（Parallax）的分布式系统集成与软件开发、集成、测试实验室。该实验室配有大屏显示器和组合式技术设备，可为用户修改、测试技术方案提供完全沉浸式的操作环境。
澳大利亚皇家海军（RAN）的六艘柯林斯级潜艇在未来的“型号使用寿命延长（LOTE）”计划中，不会安装独立于空气的推进（AIP）系统，潜艇总监汤姆·菲利普斯上校于11月9日公开表示。他在澳大利亚潜艇研究所组织的阿德莱德会议上说，这种系统适用于在短距离内部署潜艇的国家。然而，他指出，如果将AIP系统安装到常规动力潜艇中，要么会使潜艇变大，从而减少航程和耐力，要么保持潜艇的原有大小，但减少电池和燃料容量，这同样会影响耐力和航程。模型显示，对于澳大利亚的情况，柴电推进是最优的。他说：“比这更好的是核动力推进。基于这一点，未来的LOTE中不会有AIP。”此前有猜测称，安装AIP系统将提高柯林斯级舰队的隐身能力。每艘潜艇的LOTE活动计划于2026年开始，将延长柯林斯级潜艇的使用寿命至2048年，或在必要时更晚，以便在预计的核动力潜艇到来之前，通过澳英美三方安全协议购买。,"11月9日，澳大利亚海军潜艇项目主管汤姆·菲利普斯透露，6艘“柯林斯”级潜艇将不会安装AIP系统作为“型号延寿”（LOTE）计划的一部分。
菲利普斯指出，如果把AIP系统加入常规潜艇中，势必增加排水量，导致航程和续航力下降；若减少电池和燃料容量以保持排水量不变，依然会对航程和续航力产生影响。通过模拟，最适合“柯林斯”级潜艇的是柴电推进，因此未来的延寿工作不会涉及加装AIP系统。
每艘潜艇的“型号延寿”工作为期2年，预计2026年开始启动对2号艇“法恩科姆”号及后续艇的延寿工作，将其寿期延长至2048年或更晚。相关延寿工作涉及更换艇上柴油发电机、主电动机、推进控制面板以及电力转换和配电设备；其他升级项目将单独交付。"
2021年12月28日，美国参议院通过了一项两党支持的法案，旨在对联邦采购人员进行人工智能技术及其风险的培训。这项名为《采购人员人工智能培训法案》(S. 2551)的法案得到了参议院国土安全和政府事务委员会主席Gary Peters和排名成员Rob Portman的支持。如果该法案成为法律，将要求为采购和管理AI技术的专业人员开设新的培训项目，由管理和预算办公室负责提供这种培训并定期更新。法案的目标是帮助联邦政府更好地理解AI的潜在利益和伦理、国家安全风险，同时也有助于巩固美国在全球AI领域的地位。该法案还要求管理和预算办公室与学者和专家合作制定培训内容，并跟踪培训的参与情况和反馈。,2021年12月20日，美国参议院通过了一项旨在就人工智能技术本身及其带来的风险对联邦采购人员进行培训的两党法案。参议院国土安全和政府事务委员会的提案者表示，此法案的目的是帮助联邦政府更好地了解人工智能的潜在好处以及各方面的安全风险，有助于巩固美国在人工智能领域的全球地位。如果该法案通过成为法律，后续将需要为购买和管理人工智能技术的采购人员制定新的培训计划，美国管理和预算办公室将负责提供这种培训并定期更新。
澳大利亚劳工党政府于2023年1月5日宣布，已与美国政府以及美国和挪威的军火制造商达成协议，购买高机动性火箭炮（HIMARS）系统和海军打击导弹（NSMs）。澳大利亚国防工业部长帕特·康罗伊表示，这将使澳大利亚军队拥有前所未有的打击能力。此外，澳大利亚还计划购买20套HIMARS和一定数量的NSMs，这些武器系统的价格将在10亿至20亿美元之间。这是美国领导的军事化印度-太平洋地区，为对抗中国的侵略性战争做准备的一部分。澳大利亚劳工党政府和媒体将这些军事发展描述为一种“威慑”，以保护澳大利亚北部免受可能的中国攻击或入侵。然而，实际上，北澳正在迅速军事化，以在与中国的侵略性冲突中扮演“南方锚点”的角色。,1月5日，澳大利亚宣布已与美国政府以及美国、挪威的军火制造商签订了协议，将购买M142高机动火箭系统（HIMARS）和“海军打击导弹”（NSM）。本次采购包括20套M142高机动火箭系统与不定数量的“海军打击导弹”，总采购价格在10~20亿美元之间。澳大利亚国防工业部长称，该陆基发射系统可打击300千米以外的目标，且计划将其射程提升至499千米以上。M142高机动火箭系统可装载于军用车辆或者飞机上，因此便于实现海外部署。“海军打击导弹”将装备于澳皇家海军“霍巴特”级驱逐舰和“澳新军团”级护卫舰上。据称，澳工党牵头的一项国防能力评估项目得出临时报告称，应大幅提高澳大利亚的导弹能力，并发展一支新战斗机编队。此外，澳大利亚与美英两国签订了“三方安全伙伴关系协议”（AUKUS），因此还将获得核动力潜艇和高超声速导弹。
麻省理工学院（MIT）和其他机构的工程师设计了一种新型触感手套，能够精确测量和绘制触觉灵敏度的微妙变化。这款手套内部嵌入了一套传感器系统，可以检测、测量和绘制手套上的压力微小变化。研究人员表示，这款触感手套可以帮助中风或其他精细运动功能受损的人重新训练运动功能和协调能力。此外，这款手套还可以用于增强虚拟现实和游戏体验。研究结果已发表在《自然通讯》杂志上。,近日，美国麻省理工学院的研究团队设计出了一款可“感受”压力和其他触觉刺激的新型触摸感应手套。该手套通过内部安装的传感器系统来检测、测量和映射手套上的微小压力变化，而传感器之间则是通过高度协调来拾取皮肤上非常微弱的振动。研究人员表示，该手套可帮助中风或其他精细运动疾病患者重新训练运动功能和协调能力。手套的压力传感器在原理上类似于测量湿度的传感器，与其不同的是该手套需要通过人体汗液来进行感知。由于汗液中天然含有钠和氯等离子，这样能让其作为介电替代物来进行导电。研究人员还发现通过使用细小弯曲的导电毛发覆盖其底部可以提高传感电极的灵敏度。最后再将新的微柱压力传感器概念应用于高灵敏度触觉手套的设计中来提升手套的检测精度。该研究促进了医疗器械的技术升级，为脉搏检测和触觉功能障碍患者的感觉能力恢复等各种医疗保健应用提供了广阔的应用前景。
"美国海军巡逻舰在波斯湾进行MK-60 Griffin导弹实弹演习
美国海军巡逻舰于11月4日至6日在波斯湾进行了一次MK-60 Griffin导弹系统的实弹演习，以测试船员的熟练程度和系统的功能性。MK-60巡逻舰Griffin导弹系统被集成在一艘Cyclone级巡逻舰上，用于打击模拟威胁船只的遥控船。美国海军中央司令部(NAVCENT)在2019年12月在美国第五舰队作战区进行了一次Griffin导弹系统的实弹演习。该系统于2013年安装在所有前线部署的巡逻舰上。
AGM-176 Griffin是由雷神公司开发的一种轻型、精确制导的武器。它可以从地面或空中作为火箭动力导弹发射，或从空中作为制导炸弹投掷。它携带的弹头相对较小，设计为不规则战争的精确低破坏性武器。2013年9月，雷神公司和美国海军在一系列海上测试中展示了Griffin导弹对快速移动小船的打击能力。MK-60巡逻舰Griffin导弹系统于2014年3月在美国海军取得了初始作战能力。
演习参与方包括巡逻舰USS Firebolt (PC 10)、USS Thunderbolt (PC 12)、USS Tempest (PC 2)、USS Chinook (PC 9)、USS Hurricane (PC 3)、USS Whirlwind (PC 11)、远征移动基地平台舰USS Lewis B. Puller (ESB 3)和导弹驱逐舰USS Michael Murphy (DDG 115)。部分舰只还进行了机组人员武器实弹演习，以维持操作员的熟练程度和未来任务的准备状态。美国第五舰队作战区包括约250万平方英里的水域，包括阿拉伯湾、阿曼湾、红海和印度洋的部分区域。",11月4~6日，美海军近海巡逻艇在波斯湾用MK-60“格里芬”导弹系统进行实弹演习，旨在测试作战人员熟练程度和系统功能。MK-60集成于“暴风”级巡逻艇上，用于攻击模拟威胁的远程受控船只。MK-60包括“格里芬”导弹、激光瞄准系统、发射器和战斗管理系统，可以发射4枚导弹，射程可达4.5千米，推力矢量发动机使导弹在垂直发射时也能到达目标，每艘巡逻艇上配有2套MK-60发射装置。演习参与者包括巡逻艇PC-10、PC 12、PC 2、PC 9、PC 3、PC 11，远征移动基地舰ESB 3以及导弹驱逐舰DDG 115。
印度军队在中央邦的军事电信工程学院（MCTE）设立了量子实验室，该实验室将帮助印度军队进行先进的研究和培训，以掌握新兴的技术领域。此外，MCTE还设立了一个人工智能（AI）中心，已在前线地区部署了140多个项目。根据印度国防部的一份新闻稿，该实验室还提供通过先进的网络范围和网络安全实验室进行的网络战争训练。印度军队的量子技术研究将推动下一代通信的发展，预计这项研究工作将改变印度武装部队现有的密码体系，转向后量子密码学。量子密钥分发、量子计算、后量子密码学和量子通信将是研究的重点领域。印度国防部表示，这项倡议是民用军事融合的一个恰当例子，以实现印度自力更生的目标。,印度陆军在中央邦Mhow的电信工程军事学院（MCTE）建立了一个量子实验室和一个人工智能中心，得到了工业界与学术界的广泛支持。新实验室已经启动，将帮助印度军队在新兴技术领域进行先进训练，在开发武器部队使用的变革性技术方面进行广泛研究。根据印度国防部发布的一份新闻，印度正在通过先进的网络靶场和网络安全实验室提供网络战训练。2020年10月，印度国家安全委员会秘书处举办了一场关于陆军参与电磁频谱作战的研讨会，自此印度陆军开始重视人工智能、量子和网络领域的投资。印度陆军在量子技术领域的研究将使下一代通信成为可能，推动其在新兴技术领域持续获得稳步而重大的进展。
美国陆军网络现代化办公室将在未来几个月忙于推进一系列所谓的能力集，以改革战场通信。陆军少将罗伯特·柯林斯表示，这可能是他们首次并行进行四个能力集的任务。第一个能力集已经实现了大约50%的部署，并将继续推进。能力集'21专注于步兵旅，使网络更直观，通信设备更小、更轻、更快。计划在4月进行能力集'23的关键设计审查，重点关注斯特赖克装甲车和增强带宽。此外，计划在5月9-10日举行能力集'25和'27的技术会议。能力集'25将在前两个能力集的基础上进行建设，重点关注自动化和网络保护。到能力集'27时，陆军将“完全制度化”商业能力的引入，实现更安全的无线连接，显著改善网络安全，并更好地利用人工智能。,"未来几个月，美国陆军将持续推进“能力集”演示，提高战场通信能力。
美国陆军战术指挥控制和通信项目执行官罗伯特·柯林斯少将在3月10日的一次活动中表示，2022财年，美国陆军将同时推进四种“能力集”的研发部署。其中，“能力集21”专注于步兵旅，旨在使网络更加简便易用，使通信设备更小、更轻、速度更快。该“能力集”已经部署了大约50%，并且已部署到第82空降师。
陆军计划于4月对“能力集23”进行关键设计审查，重点是“斯特赖克”演示和增强带宽。此次审查将真正推动采购，即锁定设计并进入生产阶段。
柯林斯指出，对于“能力集23”，美国陆军一直在做大量的实验和原型设计，已经完成了初步设计工作，即将完成关键设计。除此之外，陆军计划于5月9日至10日召开“能力集25”和“能力集27”技术会议。战术指挥控制和通信项目执行办公室于3月8日在社交媒体上宣布了这次会议，并将其视为帮助工业界塑造其研发工作的一种手段。
用户体验和当前的操作环境表明，“能力集”的工作重点以数据为中心，提供安全的体系架构方法和标准，提供互操作性、数据可访问性和身份管理。随着陆军转向以师为中心的行动单元环境，“能力集”将考虑支撑师级部队的数据和连接需求。
“能力集25”将建立在之前两个“能力集”研发基础之上，并侧重于自动化和网络保护。“能力集27”将对商业能力的嵌入“完全制度化”，实现更安全的无线连接、显著改善网络和更好地利用人工智能。"
"2022年11月4日，美国华盛顿特区 - 拜登-哈里斯政府通过美国能源部宣布，将从拜登总统的通胀减少法案中拨款15亿美元，用于建设和升级美国的国家实验室。这些资源将升级科学设施，现代化基础设施，并解决能源部科学办公室管理的国家实验室的推迟维护项目。这些实验室是创新的区域中心，包括支持提供高薪工作和降低家庭能源成本的清洁能源技术。这一历史性的支持将帮助实现拜登-哈里斯政府的愿景，推动由美国最优秀和最聪明的科学家进行的解决方案驱动的研究和创新，以应对国家最大的挑战，并实现总统的雄心勃勃的气候目标。

能源部长詹妮弗·M·格兰霍姆表示，感谢拜登总统的通胀减少法案，这些世界一流的机构将获得15亿美元的资金，这是对国家实验室基础设施的最大投资之一，以开发先进的能源技术和像阿贡国家实验室强大的新超级计算机Aurora那样的突破性工具，我们需要这些工具来推动新的前沿，如模拟气候变化和开发疫苗。

今天，格兰霍姆部长将在伊利诺伊州的阿贡国家实验室与白宫清洁能源创新和实施高级顾问约翰·波德斯塔、科学和技术政策办公室能源副主任和能源转型首席策略师萨莉·本森以及其他高级白宫和能源部官员会面。这次访问强调了能源部迅速采取行动分配拜登总统议程提供的科学和研究基础设施资金，以及能源部和国家实验室在新发布的美国创新满足2050年气候目标的白宫报告中的关键作用。

通胀减少法案将为以下项目提供资金：
- 先进的科学计算研究设施
- 基础能源科学项目
- 高能物理建设和主要设备项目
- 聚变能源科学建设和主要设备项目
- 核物理建设和主要设备项目
- 同位素研究和开发设施
- 科学实验室基础设施项目

拜登-哈里斯政府承诺创新，今天宣布的资金已经分配给选定的项目，以解决各种长期优先事项并加速关键设施和其他基础设施的进行中项目。通胀减少法案将使美国在未来的产业中领先世界，并增强美国应对我们最大挑战的能力，从气候变化到量子计算等等。",美国政府2022年11月4日宣布，将根据《降低通胀法》为能源部科学办公室管理的国家实验室拨款15亿美元，用于升级科学设施，实现基础设施现代化，并解决能源部科学办公室管理的国家实验室的延期维护项目。目前，这些国家实验室面临着资金不足的问题。能源部表示，这是美国有史以来对国家实验室基础设施提供的最大资助，将用于开发先进能源技术和突破性的工具。白宫高级顾问波德斯塔认为，该资助将有助于推动清洁能源创新，促进经济发展，降低家庭支出，创造就业机会，并解决气候问题。
宾夕法尼亚州立大学的化学工程和生物医学工程助理教授Amir Sheikhi等人在《化学工程杂志》上发表的一篇论文中，详细介绍了一种使用植物纤维素（存在于纸张、棉花和浆糊中）的新型纳米技术，用于分离稀土元素钕。这种过程中，源自纤维素纤维的纳米颗粒会选择性地与钕离子结合，将其与其他离子（如铁、钙和钠）分离。这种过程在去除能力、选择性和速度上都很有效，可以在几秒钟内通过选择性去除元素来分离钕。此外，Sheikhi的过程环保，因为它使用的是廉价的可再生资源纤维素。他希望这种基于纤维素的吸附过程未来也能应用于工业废水、矿石尾矿和不再使用的永磁体等来源。这对稀土回收将产生战略性和经济上可行的影响，回收的钕越多，我们就能制造更多的电动和混合动力车辆以及风力涡轮机，从而减轻对环境的压力。,近日，美国宾夕法尼亚州立大学研究人员开发出从电子废物中回收稀土元素的方法。稀土元素(如钕)通常用来制造电子产品的电机，但是钕在地球上很难找到。因此人们不得不通过回收旧电脑和印刷电路板中的元素以满足对稀土元素的使用需求，但事实证明，从电子垃圾中分离有价值的元素是一个非常大的挑战。为解决这一难题，研究人员开发出回收钕的新纳米技术，该技术主要利用一种普遍存在于纸张、棉花和纸浆中的植物纤维素来实现钕的分离，在这个过程中，研究人员让纤维素纳米粒子毛状层带上负电，以便吸引带正电的钕离子与之结合，这就使得纤维素纳米晶体选择性的与钕离子结合，将它们与铁、钙和钠等其他离子分开，最终导致钕粒子聚集成更大的碎片，然后被有效回收和再利用。这一稀土元素的回收技术有望为电子产品行业发展做出巨大贡献。
